labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
20,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.379,0.296,0.527,0,0.429,0.273,1.0,0,0.369,0.506,0.29,0,0.392,0.026,0.358,0.105,0.606,0.295
40,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.189,0.183,0.197,9,0.406,0.288,0.687,3,0.315,0.221,0.55,6,0.303,0.089,0.231,0.043,0.478,0.206
60,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.444,0.306,0.807,8,0.429,0.273,1.0,5,0.356,0.387,0.33,5,0.41,0.038,0.322,0.048,0.712,0.282
80,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.441,0.283,0.997,8,0.413,0.309,0.623,5,0.243,0.228,0.26,6,0.366,0.087,0.273,0.034,0.627,0.301
100,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.441,0.283,0.997,9,0.524,0.372,0.883,6,0.494,0.413,0.613,7,0.486,0.034,0.356,0.054,0.831,0.161
120,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.469,0.307,0.993,9,0.366,0.356,0.377,4,0.41,0.441,0.383,6,0.415,0.042,0.368,0.055,0.584,0.289
140,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.445,0.289,0.973,11,0.193,0.309,0.14,3,0.253,0.425,0.18,4,0.297,0.107,0.341,0.06,0.431,0.384
160,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.502,0.346,0.917,10,0.248,0.345,0.193,3,0.146,0.216,0.11,4,0.299,0.15,0.302,0.061,0.407,0.362
180,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.468,0.32,0.873,10,0.301,0.492,0.217,3,0.196,0.309,0.143,4,0.322,0.112,0.374,0.084,0.411,0.328
200,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.477,0.321,0.933,10,0.366,0.518,0.283,3,0.098,0.593,0.053,3,0.314,0.159,0.477,0.115,0.423,0.373
