labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
220,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.429,0.273,1.0,11,0.271,0.338,0.227,3,0.119,0.541,0.067,2,0.273,0.127,0.384,0.114,0.431,0.407
240,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.438,0.286,0.93,11,0.288,0.563,0.193,3,0.246,0.472,0.167,2,0.324,0.082,0.44,0.115,0.43,0.354
260,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.468,0.313,0.927,10,0.087,0.349,0.05,2,0.277,0.375,0.22,2,0.277,0.156,0.346,0.025,0.399,0.38
280,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.453,0.333,0.707,9,0.382,0.514,0.303,2,0.293,0.384,0.237,2,0.376,0.065,0.41,0.076,0.416,0.208
300,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.431,0.332,0.617,7,0.231,0.589,0.143,2,0.211,0.557,0.13,2,0.291,0.099,0.493,0.114,0.297,0.227
320,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.441,0.333,0.653,8,0.32,0.457,0.247,2,0.173,0.402,0.11,2,0.311,0.11,0.397,0.051,0.337,0.231
340,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.43,0.334,0.603,7,0.466,0.523,0.42,2,0.411,0.535,0.333,2,0.436,0.023,0.464,0.092,0.452,0.113
360,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.462,0.358,0.65,7,0.285,0.518,0.197,2,0.415,0.443,0.39,2,0.387,0.075,0.44,0.065,0.412,0.186
380,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.413,0.328,0.557,7,0.342,0.431,0.283,2,0.222,0.458,0.147,2,0.326,0.079,0.406,0.056,0.329,0.171
400,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.444,0.342,0.633,7,0.228,0.479,0.15,2,0.368,0.484,0.297,2,0.347,0.089,0.435,0.066,0.36,0.202
420,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.441,0.358,0.573,7,0.18,0.225,0.15,2,0.399,0.53,0.32,2,0.34,0.114,0.371,0.125,0.348,0.174
440,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.41,0.329,0.543,7,0.471,0.429,0.523,2,0.386,0.52,0.307,2,0.422,0.036,0.426,0.078,0.458,0.107
460,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.422,0.325,0.6,7,0.381,0.456,0.327,2,0.31,0.439,0.24,2,0.371,0.046,0.407,0.058,0.389,0.153
480,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.419,0.353,0.517,7,0.406,0.491,0.347,2,0.459,0.449,0.47,2,0.428,0.023,0.431,0.058,0.445,0.072
500,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.466,0.366,0.643,7,0.352,0.408,0.31,2,0.432,0.54,0.36,2,0.417,0.048,0.438,0.074,0.438,0.147
520,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.474,0.391,0.603,7,0.376,0.548,0.287,2,0.477,0.5,0.457,2,0.442,0.047,0.48,0.066,0.449,0.129
540,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.479,0.368,0.687,7,0.493,0.554,0.443,2,0.385,0.599,0.283,2,0.452,0.048,0.507,0.1,0.471,0.166
560,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.45,0.37,0.573,7,0.491,0.545,0.447,2,0.498,0.53,0.47,2,0.48,0.021,0.482,0.079,0.497,0.055
580,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.44,0.379,0.523,7,0.502,0.578,0.443,2,0.492,0.529,0.46,2,0.478,0.027,0.495,0.085,0.475,0.034
600,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.433,0.349,0.57,7,0.369,0.456,0.31,2,0.482,0.544,0.433,2,0.428,0.046,0.45,0.08,0.438,0.106
620,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.454,0.367,0.593,7,0.493,0.535,0.457,2,0.512,0.648,0.423,2,0.486,0.024,0.517,0.115,0.491,0.073
640,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.471,0.376,0.63,7,0.484,0.564,0.423,2,0.533,0.554,0.513,2,0.496,0.027,0.498,0.086,0.522,0.085
660,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.473,0.426,0.53,6,0.505,0.556,0.463,2,0.417,0.517,0.35,2,0.465,0.036,0.5,0.054,0.448,0.074
680,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.461,0.441,0.483,6,0.493,0.559,0.44,2,0.469,0.486,0.453,2,0.474,0.014,0.495,0.049,0.459,0.018
700,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.428,0.359,0.53,6,0.541,0.538,0.543,2,0.49,0.568,0.43,2,0.486,0.046,0.488,0.092,0.501,0.05
720,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.446,0.411,0.487,6,0.455,0.609,0.363,2,0.523,0.566,0.487,2,0.475,0.034,0.529,0.085,0.446,0.058
740,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.404,0.383,0.427,6,0.507,0.617,0.43,2,0.466,0.558,0.4,2,0.459,0.042,0.519,0.099,0.419,0.013
760,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.432,0.407,0.46,6,0.488,0.575,0.423,2,0.551,0.635,0.487,2,0.49,0.049,0.539,0.096,0.457,0.026
780,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.453,0.403,0.517,6,0.504,0.54,0.473,2,0.491,0.565,0.433,2,0.483,0.022,0.503,0.071,0.474,0.034
800,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.388,0.373,0.403,6,0.485,0.536,0.443,2,0.482,0.592,0.407,2,0.452,0.045,0.5,0.093,0.418,0.018
820,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.41,0.374,0.453,6,0.475,0.559,0.413,2,0.546,0.566,0.527,2,0.477,0.056,0.5,0.089,0.464,0.047
840,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.446,0.412,0.487,6,0.512,0.532,0.493,2,0.493,0.573,0.433,2,0.484,0.028,0.506,0.068,0.471,0.027
860,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.461,0.441,0.483,5,0.488,0.569,0.427,2,0.542,0.593,0.5,2,0.497,0.034,0.534,0.067,0.47,0.031
880,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.465,0.425,0.513,5,0.542,0.548,0.537,2,0.527,0.583,0.48,2,0.511,0.033,0.519,0.068,0.51,0.023
900,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.414,0.391,0.44,5,0.547,0.594,0.507,2,0.553,0.63,0.493,2,0.505,0.064,0.538,0.105,0.48,0.029
920,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.487,0.406,0.607,5,0.517,0.615,0.447,2,0.472,0.562,0.407,2,0.492,0.019,0.528,0.089,0.487,0.086
940,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.464,0.409,0.537,5,0.514,0.554,0.48,2,0.542,0.641,0.47,2,0.507,0.032,0.535,0.096,0.496,0.03
960,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.505,0.491,0.52,5,0.542,0.582,0.507,2,0.512,0.567,0.467,2,0.52,0.016,0.547,0.04,0.498,0.023
980,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.5,0.507,0.493,5,0.536,0.611,0.477,2,0.525,0.601,0.467,2,0.52,0.015,0.573,0.047,0.479,0.011
1000,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.519,0.431,0.653,5,0.553,0.614,0.503,2,0.533,0.633,0.46,2,0.535,0.014,0.559,0.091,0.539,0.083
1020,watches,Random Sample 20,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.504,0.405,0.667,5,0.52,0.542,0.5,2,0.526,0.607,0.463,2,0.517,0.009,0.518,0.084,0.543,0.089
