labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 1: da labels,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 2: da labels,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,Run 3: da labels,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
0,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.527,0.43,0.68,0,"[0, 0, 0, 0]",0.504,0.402,0.673,0,"[0, 0, 0, 0]",0.515,0.444,0.613,0,"[0, 0, 0, 0]",0.515,0.009,0.425,0.017,0.655,0.03
20,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.429,0.273,1.0,1,"[0, 131, 0, 160]",0.429,0.273,1.0,1,"[0, 204, 0, 196]",0.429,0.273,1.0,1,"[0, 55, 0, 129]",0.429,0.0,0.273,0.0,1.0,0.0
40,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.478,0.373,0.663,2,"[0, 1, 0, 1]",0.425,0.271,0.99,1,"[0, 193, 0, 34]",0.293,0.317,0.273,5,"[0, 0, 0, 0]",0.399,0.078,0.32,0.042,0.642,0.293
60,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.0,0.0,0.0,3,"[0, 0, 0, 0]",0.143,0.159,0.13,2,"[0, 0, 0, 0]",0.405,0.27,0.807,6,"[0, 0, 0, 0]",0.183,0.168,0.143,0.111,0.312,0.354
80,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.284,0.318,0.257,3,"[0, 0, 0, 0]",0.142,0.49,0.083,3,"[0, 0, 0, 0]",0.355,0.238,0.697,6,"[0, 0, 0, 0]",0.26,0.089,0.349,0.105,0.346,0.258
100,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.399,0.386,0.413,3,"[0, 0, 0, 0]",0.0,0.0,0.0,1,"[0, 0, 0, 0]",0.207,0.242,0.18,4,"[0, 0, 0, 0]",0.202,0.163,0.209,0.159,0.198,0.169
120,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.091,0.233,0.057,3,"[0, 0, 0, 0]",0.094,0.181,0.063,1,"[0, 0, 0, 0]",0.386,0.293,0.563,3,"[0, 0, 0, 0]",0.19,0.138,0.236,0.046,0.228,0.237
140,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.196,0.481,0.123,4,"[0, 0, 0, 0]",0.266,0.293,0.243,1,"[0, 0, 0, 0]",0.294,0.279,0.31,3,"[0, 0, 0, 0]",0.252,0.041,0.351,0.092,0.225,0.077
160,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.359,0.434,0.307,3,"[0, 0, 0, 0]",0.0,0.0,0.0,1,"[0, 0, 0, 0]",0.467,0.42,0.527,3,"[0, 0, 0, 0]",0.275,0.2,0.285,0.201,0.278,0.216
180,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.222,0.281,0.183,3,"[0, 0, 0, 0]",0.165,0.36,0.107,2,"[80, 0, 1, 0]",0.399,0.505,0.33,3,"[0, 0, 0, 0]",0.262,0.1,0.382,0.093,0.207,0.093
200,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.295,0.496,0.21,3,"[0, 0, 0, 0]",0.02,1.0,0.01,1,"[0, 0, 0, 0]",0.348,0.686,0.233,3,"[0, 0, 0, 0]",0.221,0.144,0.727,0.208,0.151,0.1
220,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.33,0.451,0.26,3,"[0, 0, 0, 0]",0.122,0.225,0.083,2,"[113, 0, 0, 0]",0.384,0.533,0.3,3,"[0, 0, 0, 0]",0.279,0.113,0.403,0.13,0.214,0.094
240,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.38,0.527,0.297,3,"[1, 0, 0, 0]",0.074,0.5,0.04,1,"[0, 0, 0, 0]",0.42,0.434,0.407,3,"[8, 0, 1, 0]",0.291,0.155,0.487,0.039,0.248,0.154
260,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.087,0.232,0.053,2,"[4, 4, 0, 0]",0.379,0.328,0.447,6,"[530, 0, 20, 0]",0.454,0.465,0.443,3,"[0, 0, 0, 0]",0.307,0.158,0.342,0.096,0.314,0.185
280,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.311,0.532,0.22,2,"[0, 0, 0, 0]",0.351,0.251,0.583,1,"[0, 455, 0, 304]",0.528,0.514,0.543,3,"[2, 0, 0, 0]",0.397,0.094,0.432,0.128,0.449,0.163
300,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.318,0.549,0.223,2,"[40, 0, 1, 0]",0.375,0.408,0.347,2,"[71, 19, 0, 9]",0.522,0.479,0.573,3,"[0, 0, 0, 0]",0.405,0.086,0.479,0.058,0.381,0.145
320,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.363,0.468,0.297,2,"[0, 0, 0, 0]",0.191,0.53,0.117,1,"[0, 14, 0, 22]",0.475,0.606,0.39,2,"[3, 18, 0, 6]",0.343,0.117,0.535,0.056,0.268,0.113
340,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.421,0.467,0.383,2,"[10, 0, 0, 0]",0.354,0.314,0.407,10,"[1114, 1, 85, 3]",0.355,0.519,0.27,2,"[12, 5, 2, 6]",0.377,0.031,0.433,0.087,0.353,0.06
360,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.317,0.422,0.253,2,"[54, 19, 0, 22]",0.356,0.343,0.37,1,"[0, 193, 0, 471]",0.408,0.476,0.357,2,"[4, 4, 0, 5]",0.36,0.037,0.414,0.055,0.327,0.052
380,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.326,0.448,0.257,2,"[12, 1, 1, 3]",0.386,0.359,0.417,7,"[816, 0, 26, 0]",0.431,0.389,0.483,3,"[63, 8, 3, 6]",0.381,0.043,0.399,0.037,0.386,0.095
400,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.348,0.42,0.297,2,"[11, 10, 0, 5]",0.342,0.373,0.317,1,"[0, 118, 0, 294]",0.436,0.442,0.43,1,"[0, 249, 0, 97]",0.375,0.043,0.412,0.029,0.348,0.059
420,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.394,0.474,0.337,2,"[3, 12, 0, 5]",0.351,0.375,0.33,6,"[824, 11, 50, 17]",0.383,0.36,0.41,2,"[27, 60, 3, 8]",0.376,0.018,0.403,0.051,0.359,0.036
440,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.319,0.396,0.267,2,"[20, 12, 2, 6]",0.316,0.357,0.283,1,"[0, 247, 0, 363]",0.394,0.395,0.393,2,"[9, 41, 2, 2]",0.343,0.036,0.383,0.018,0.314,0.056
460,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.357,0.416,0.313,2,"[58, 39, 3, 24]",0.376,0.398,0.357,8,"[1105, 2, 66, 12]",0.354,0.453,0.29,2,"[135, 109, 8, 33]",0.362,0.01,0.422,0.023,0.32,0.028
480,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.387,0.476,0.327,2,"[0, 0, 0, 0]",0.379,0.433,0.337,1,"[0, 147, 0, 495]",0.396,0.537,0.313,1,"[0, 65, 0, 46]",0.387,0.007,0.482,0.043,0.326,0.01
500,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.386,0.465,0.33,3,"[228, 0, 15, 1]",0.39,0.413,0.37,8,"[931, 0, 62, 0]",0.43,0.36,0.533,14,"[2172, 21, 119, 4]",0.402,0.02,0.413,0.043,0.411,0.088
520,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.479,0.584,0.407,1,"[0, 134, 0, 221]",0.378,0.43,0.337,1,"[0, 146, 0, 458]",0.465,0.429,0.507,1,"[0, 236, 0, 680]",0.441,0.045,0.481,0.073,0.417,0.07
540,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.447,0.469,0.427,11,"[1963, 15, 102, 13]",0.369,0.409,0.337,11,"[1933, 8, 105, 21]",0.412,0.378,0.453,9,"[1067, 0, 48, 0]",0.409,0.032,0.419,0.038,0.406,0.05
560,watches,Transfer Learning,cameras,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0.99,0.419,0.479,0.373,1,"[0, 115, 0, 543]",0.428,0.474,0.39,1,"[0, 287, 0, 538]",0.5,0.518,0.483,1,"[0, 324, 0, 587]",0.449,0.036,0.49,0.02,0.415,0.048
