labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
20,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.266,0.154,1.0,19,0.267,0.154,0.996,6,0.311,0.214,0.571,3,0.281,0.026,0.174,0.035,0.856,0.247
40,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.247,0.153,0.629,9,0.266,0.154,1.0,6,0.304,0.255,0.375,3,0.272,0.029,0.187,0.059,0.668,0.314
60,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.29,0.19,0.614,9,0.267,0.154,1.0,8,0.378,0.259,0.703,4,0.312,0.059,0.201,0.053,0.772,0.202
80,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.281,0.169,0.842,7,0.268,0.155,1.0,6,0.312,0.197,0.753,4,0.287,0.023,0.174,0.021,0.865,0.125
100,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.284,0.173,0.784,7,0.267,0.154,0.985,4,0.3,0.186,0.768,5,0.284,0.017,0.171,0.016,0.846,0.121
120,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.33,0.207,0.815,6,0.27,0.157,0.985,4,0.339,0.224,0.695,5,0.313,0.038,0.196,0.035,0.832,0.146
140,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.301,0.181,0.896,6,0.272,0.158,0.977,3,0.344,0.229,0.687,5,0.306,0.036,0.189,0.036,0.853,0.15
160,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.336,0.208,0.876,7,0.267,0.154,1.0,4,0.316,0.202,0.726,5,0.306,0.036,0.188,0.03,0.867,0.137
180,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.331,0.204,0.88,6,0.272,0.162,0.834,4,0.34,0.249,0.537,5,0.314,0.037,0.205,0.044,0.75,0.186
200,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.313,0.193,0.83,6,0.292,0.191,0.622,4,0.331,0.252,0.483,5,0.312,0.02,0.212,0.035,0.645,0.175
220,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.318,0.196,0.849,6,0.317,0.221,0.56,3,0.347,0.238,0.637,4,0.327,0.017,0.218,0.021,0.682,0.15
240,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.33,0.2,0.942,5,0.318,0.233,0.502,3,0.317,0.265,0.394,4,0.322,0.007,0.233,0.033,0.613,0.29
260,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.336,0.206,0.911,5,0.34,0.23,0.653,4,0.349,0.293,0.432,4,0.342,0.007,0.243,0.045,0.665,0.24
280,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.336,0.21,0.83,5,0.355,0.25,0.61,4,0.371,0.295,0.498,4,0.354,0.018,0.252,0.043,0.646,0.169
300,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.345,0.214,0.884,5,0.327,0.246,0.49,4,0.364,0.296,0.471,4,0.345,0.019,0.252,0.041,0.615,0.233
320,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.344,0.213,0.896,5,0.356,0.282,0.483,4,0.338,0.251,0.517,4,0.346,0.009,0.249,0.035,0.632,0.229
340,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.345,0.222,0.776,5,0.4,0.31,0.564,4,0.377,0.298,0.514,4,0.374,0.028,0.277,0.048,0.618,0.139
360,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.379,0.284,0.571,5,0.402,0.318,0.544,4,0.374,0.317,0.456,4,0.385,0.015,0.306,0.019,0.524,0.06
380,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.363,0.235,0.795,5,0.397,0.335,0.486,4,0.357,0.292,0.459,4,0.372,0.022,0.287,0.05,0.58,0.187
400,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.363,0.25,0.66,5,0.433,0.331,0.625,4,0.393,0.332,0.483,4,0.396,0.035,0.304,0.047,0.589,0.094
420,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.36,0.262,0.575,5,0.408,0.294,0.668,4,0.387,0.313,0.506,4,0.385,0.024,0.29,0.026,0.583,0.081
440,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.396,0.337,0.479,5,0.448,0.384,0.537,4,0.414,0.337,0.537,4,0.419,0.026,0.353,0.027,0.518,0.033
460,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.402,0.278,0.73,5,0.453,0.378,0.564,4,0.367,0.298,0.479,4,0.407,0.043,0.318,0.053,0.591,0.128
480,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.388,0.288,0.595,5,0.445,0.429,0.463,4,0.417,0.384,0.456,4,0.417,0.029,0.367,0.072,0.505,0.078
500,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.431,0.319,0.668,5,0.448,0.352,0.618,4,0.395,0.325,0.502,4,0.425,0.027,0.332,0.018,0.596,0.085
520,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.328,0.318,0.34,5,0.458,0.431,0.49,4,0.438,0.34,0.614,4,0.408,0.07,0.363,0.06,0.481,0.137
540,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.385,0.285,0.595,5,0.459,0.341,0.703,4,0.441,0.365,0.556,4,0.428,0.039,0.33,0.041,0.618,0.076
560,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.42,0.33,0.575,5,0.466,0.387,0.587,4,0.471,0.437,0.51,3,0.452,0.028,0.385,0.054,0.557,0.041
580,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.398,0.317,0.533,5,0.492,0.449,0.544,4,0.466,0.422,0.521,3,0.452,0.049,0.396,0.07,0.533,0.012
600,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.417,0.342,0.537,5,0.466,0.422,0.521,4,0.492,0.46,0.529,3,0.458,0.038,0.408,0.06,0.529,0.008
620,amazon_google,Random Sample 500,,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.424,0.354,0.529,5,0.45,0.39,0.533,4,0.467,0.471,0.463,3,0.447,0.022,0.405,0.06,0.508,0.039
