labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
220,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.352,0.246,0.618,4,0.324,0.207,0.749,7,0.356,0.256,0.587,5,0.344,0.017,0.236,0.026,0.651,0.086
240,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.347,0.239,0.629,4,0.348,0.268,0.498,6,0.344,0.221,0.78,5,0.346,0.002,0.243,0.024,0.636,0.141
260,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.342,0.238,0.61,4,0.372,0.258,0.668,6,0.35,0.225,0.788,5,0.355,0.016,0.24,0.017,0.689,0.091
280,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.365,0.261,0.606,4,0.371,0.282,0.541,6,0.373,0.246,0.772,5,0.37,0.004,0.263,0.018,0.64,0.119
300,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.366,0.276,0.541,4,0.341,0.28,0.436,6,0.387,0.304,0.533,4,0.365,0.023,0.287,0.015,0.503,0.058
320,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.39,0.291,0.591,4,0.396,0.333,0.486,6,0.393,0.286,0.625,5,0.393,0.003,0.303,0.026,0.567,0.072
340,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.362,0.318,0.421,4,0.397,0.347,0.463,6,0.389,0.308,0.525,4,0.383,0.018,0.324,0.02,0.47,0.052
360,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.388,0.303,0.541,4,0.431,0.344,0.575,5,0.403,0.335,0.506,4,0.407,0.022,0.327,0.022,0.541,0.035
380,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.413,0.323,0.575,4,0.401,0.297,0.614,5,0.378,0.257,0.718,4,0.397,0.018,0.292,0.033,0.636,0.074
400,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.384,0.31,0.506,4,0.415,0.321,0.587,5,0.423,0.312,0.653,4,0.407,0.021,0.314,0.006,0.582,0.074
420,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.372,0.271,0.595,4,0.454,0.405,0.517,5,0.429,0.321,0.649,4,0.418,0.042,0.332,0.068,0.587,0.066
440,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.399,0.314,0.548,4,0.461,0.375,0.598,4,0.374,0.32,0.452,4,0.411,0.045,0.336,0.034,0.533,0.074
460,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.405,0.323,0.544,4,0.442,0.378,0.533,4,0.431,0.354,0.552,4,0.426,0.019,0.352,0.028,0.543,0.01
480,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.471,0.424,0.529,4,0.485,0.411,0.591,4,0.458,0.389,0.556,4,0.471,0.014,0.408,0.018,0.559,0.031
500,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.42,0.324,0.595,4,0.468,0.427,0.517,4,0.43,0.349,0.56,4,0.439,0.025,0.367,0.054,0.557,0.039
520,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.386,0.354,0.425,4,0.468,0.398,0.568,4,0.452,0.386,0.544,4,0.435,0.043,0.379,0.023,0.512,0.077
540,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.449,0.386,0.537,4,0.448,0.409,0.494,4,0.447,0.324,0.722,4,0.448,0.001,0.373,0.044,0.584,0.121
560,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.465,0.415,0.529,4,0.477,0.44,0.521,4,0.438,0.339,0.618,4,0.46,0.02,0.398,0.053,0.556,0.054
580,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.433,0.415,0.452,4,0.443,0.385,0.521,4,0.438,0.343,0.606,4,0.438,0.005,0.381,0.036,0.526,0.077
600,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.43,0.345,0.571,4,0.433,0.347,0.575,4,0.486,0.481,0.49,4,0.45,0.032,0.391,0.078,0.545,0.048
620,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.451,0.38,0.556,4,0.471,0.408,0.556,4,0.483,0.424,0.56,4,0.468,0.016,0.404,0.022,0.557,0.002
640,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.442,0.408,0.483,4,0.47,0.431,0.517,4,0.468,0.361,0.664,4,0.46,0.016,0.4,0.036,0.555,0.096
660,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.465,0.373,0.618,4,0.516,0.445,0.614,4,0.5,0.449,0.564,4,0.494,0.026,0.422,0.043,0.599,0.03
680,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.489,0.413,0.598,4,0.545,0.465,0.66,4,0.484,0.441,0.537,4,0.506,0.034,0.44,0.026,0.598,0.062
700,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.511,0.415,0.664,4,0.484,0.465,0.506,4,0.482,0.405,0.595,4,0.492,0.016,0.428,0.032,0.588,0.079
720,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.511,0.439,0.61,4,0.512,0.464,0.571,4,0.458,0.415,0.51,4,0.494,0.031,0.439,0.025,0.564,0.05
740,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.516,0.449,0.606,4,0.518,0.413,0.695,4,0.509,0.427,0.629,4,0.514,0.005,0.43,0.018,0.643,0.046
760,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.448,0.42,0.479,4,0.532,0.445,0.66,4,0.463,0.421,0.514,4,0.481,0.045,0.429,0.014,0.551,0.096
780,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.507,0.52,0.494,4,0.548,0.476,0.645,4,0.497,0.381,0.714,4,0.517,0.027,0.459,0.071,0.618,0.113
800,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.488,0.452,0.529,4,0.546,0.514,0.583,4,0.443,0.385,0.521,4,0.492,0.052,0.45,0.065,0.544,0.034
820,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.488,0.471,0.506,4,0.505,0.403,0.676,4,0.485,0.473,0.498,4,0.493,0.011,0.449,0.04,0.56,0.101
840,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.502,0.498,0.506,4,0.505,0.479,0.533,4,0.516,0.419,0.672,4,0.508,0.007,0.465,0.041,0.57,0.089
860,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.551,0.484,0.641,4,0.562,0.509,0.625,4,0.501,0.39,0.703,4,0.538,0.033,0.461,0.063,0.656,0.041
880,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.54,0.518,0.564,4,0.548,0.5,0.606,4,0.528,0.479,0.587,4,0.539,0.01,0.499,0.02,0.586,0.021
900,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.477,0.475,0.479,4,0.515,0.424,0.656,4,0.449,0.401,0.51,4,0.48,0.033,0.433,0.038,0.548,0.095
920,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.51,0.44,0.606,4,0.534,0.502,0.571,4,0.536,0.444,0.676,4,0.527,0.014,0.462,0.035,0.618,0.053
940,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.46,0.37,0.606,4,0.543,0.489,0.61,4,0.475,0.449,0.506,4,0.493,0.044,0.436,0.061,0.574,0.059
960,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.515,0.4,0.722,4,0.531,0.486,0.587,4,0.54,0.482,0.614,4,0.529,0.013,0.456,0.049,0.641,0.071
980,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.519,0.483,0.56,4,0.513,0.512,0.514,4,0.523,0.509,0.537,4,0.518,0.005,0.501,0.016,0.537,0.023
1000,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.523,0.5,0.548,4,0.484,0.457,0.514,4,0.508,0.419,0.645,4,0.505,0.02,0.459,0.041,0.569,0.068
