labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
20,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.242,0.161,0.483,2,0.261,0.17,0.56,6,0.269,0.157,0.934,9,0.257,0.014,0.163,0.007,0.659,0.241
40,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.095,0.205,0.062,2,0.28,0.172,0.753,6,0.29,0.17,0.969,7,0.222,0.11,0.182,0.02,0.595,0.474
60,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.258,0.16,0.66,4,0.31,0.205,0.637,6,0.308,0.184,0.954,8,0.292,0.029,0.183,0.023,0.75,0.177
80,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.279,0.195,0.494,4,0.284,0.17,0.861,9,0.316,0.19,0.942,9,0.293,0.02,0.185,0.013,0.766,0.239
100,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.306,0.2,0.653,4,0.316,0.197,0.792,8,0.315,0.198,0.776,7,0.312,0.006,0.198,0.002,0.74,0.076
120,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.263,0.225,0.317,3,0.352,0.239,0.668,8,0.34,0.213,0.834,6,0.318,0.048,0.226,0.013,0.606,0.264
140,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.337,0.217,0.753,3,0.334,0.224,0.656,7,0.331,0.205,0.865,6,0.334,0.003,0.215,0.01,0.758,0.105
160,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.33,0.207,0.819,4,0.319,0.202,0.753,7,0.334,0.214,0.757,6,0.328,0.008,0.208,0.006,0.776,0.037
180,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.332,0.207,0.826,4,0.316,0.206,0.676,7,0.35,0.235,0.68,6,0.333,0.017,0.216,0.016,0.727,0.085
200,amazon_google,Transfer Learning,abt_buy,50,20,hybrid,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.336,0.215,0.772,4,0.33,0.247,0.498,6,0.355,0.23,0.78,5,0.34,0.013,0.231,0.016,0.683,0.161
