labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 1: da labels,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 2: da labels,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,Run 3: da labels,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
20,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.302,0.241,0.403,1,"[10, 0, 0, 10]",0.377,0.342,0.421,1,"[10, 0, 0, 10]",0.342,0.437,0.281,1,"[10, 0, 0, 10]",0.34,0.038,0.34,0.098,0.368,0.076
40,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.304,0.502,0.218,1,"[10, 3, 0, 7]",0.395,0.282,0.662,1,"[10, 3, 0, 7]",0.484,0.36,0.738,2,"[9, 1, 1, 9]",0.394,0.09,0.381,0.112,0.539,0.281
60,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.515,0.523,0.508,1,"[10, 4, 0, 6]",0.387,0.325,0.479,1,"[10, 9, 0, 1]",0.453,0.353,0.631,2,"[10, 0, 0, 10]",0.452,0.064,0.4,0.107,0.539,0.081
80,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.547,0.555,0.54,1,"[10, 2, 0, 8]",0.485,0.445,0.533,1,"[10, 6, 0, 4]",0.514,0.479,0.555,2,"[10, 3, 0, 7]",0.515,0.031,0.493,0.056,0.543,0.011
100,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.567,0.577,0.558,1,"[10, 1, 0, 9]",0.593,0.548,0.645,1,"[10, 2, 0, 8]",0.551,0.657,0.474,2,"[10, 2, 0, 8]",0.57,0.021,0.594,0.056,0.559,0.086
120,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.596,0.589,0.604,1,"[10, 1, 0, 9]",0.607,0.587,0.628,1,"[10, 3, 0, 7]",0.539,0.557,0.523,2,"[10, 0, 0, 10]",0.581,0.037,0.578,0.018,0.585,0.055
140,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.54,0.51,0.574,1,"[10, 1, 0, 9]",0.662,0.649,0.675,1,"[10, 3, 0, 7]",0.609,0.566,0.658,1,"[10, 4, 0, 6]",0.604,0.061,0.575,0.07,0.636,0.054
160,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.595,0.536,0.67,1,"[10, 2, 0, 8]",0.646,0.591,0.712,1,"[10, 2, 0, 8]",0.649,0.644,0.655,1,"[10, 0, 0, 10]",0.63,0.03,0.59,0.054,0.679,0.03
180,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.568,0.524,0.619,1,"[10, 3, 0, 7]",0.656,0.627,0.689,1,"[10, 3, 0, 7]",0.671,0.698,0.646,1,"[10, 1, 0, 9]",0.632,0.056,0.616,0.087,0.651,0.035
200,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.646,0.626,0.667,1,"[10, 0, 0, 10]",0.67,0.67,0.67,1,"[10, 4, 0, 6]",0.712,0.696,0.729,1,"[10, 1, 0, 9]",0.676,0.033,0.664,0.035,0.689,0.035
220,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.63,0.609,0.653,1,"[10, 1, 0, 9]",0.685,0.665,0.707,1,"[10, 3, 0, 7]",0.71,0.699,0.723,1,"[10, 1, 0, 9]",0.675,0.041,0.658,0.045,0.694,0.037
240,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.682,0.676,0.689,1,"[10, 2, 0, 8]",0.71,0.722,0.699,1,"[10, 2, 0, 8]",0.719,0.718,0.719,1,"[10, 0, 0, 10]",0.704,0.019,0.705,0.025,0.702,0.015
260,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.72,0.724,0.717,1,"[10, 1, 0, 9]",0.747,0.699,0.802,1,"[10, 2, 0, 8]",0.718,0.705,0.731,1,"[10, 1, 0, 9]",0.728,0.016,0.709,0.013,0.75,0.046
280,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.718,0.723,0.714,1,"[10, 2, 0, 8]",0.741,0.747,0.734,1,"[10, 1, 0, 9]",0.746,0.754,0.738,1,"[10, 2, 0, 8]",0.735,0.015,0.741,0.016,0.729,0.013
300,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.744,0.736,0.751,1,"[10, 0, 0, 10]",0.738,0.726,0.75,1,"[10, 1, 0, 9]",0.783,0.797,0.77,1,"[10, 1, 0, 9]",0.755,0.024,0.753,0.038,0.757,0.011
320,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.736,0.722,0.751,1,"[10, 0, 0, 10]",0.726,0.703,0.75,1,"[10, 1, 0, 9]",0.763,0.796,0.733,1,"[10, 0, 0, 10]",0.742,0.019,0.74,0.049,0.745,0.01
340,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.768,0.81,0.729,1,"[10, 0, 0, 10]",0.742,0.75,0.734,1,"[10, 1, 0, 9]",0.794,0.799,0.788,1,"[10, 1, 0, 9]",0.768,0.026,0.786,0.032,0.75,0.033
360,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.783,0.791,0.775,1,"[10, 0, 0, 10]",0.751,0.688,0.827,1,"[10, 1, 0, 9]",0.793,0.788,0.799,1,"[10, 0, 0, 10]",0.776,0.022,0.756,0.059,0.8,0.026
380,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.792,0.815,0.77,1,"[10, 0, 0, 10]",0.8,0.779,0.822,1,"[10, 1, 0, 9]",0.81,0.817,0.802,1,"[10, 0, 0, 10]",0.801,0.009,0.804,0.021,0.798,0.026
400,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.774,0.796,0.753,1,"[10, 0, 0, 10]",0.77,0.732,0.812,1,"[10, 2, 0, 8]",0.82,0.819,0.821,1,"[10, 0, 0, 10]",0.788,0.028,0.782,0.045,0.795,0.037
420,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.825,0.832,0.819,1,"[10, 0, 0, 10]",0.8,0.765,0.838,1,"[10, 1, 0, 9]",0.822,0.876,0.775,1,"[10, 0, 0, 10]",0.816,0.014,0.824,0.056,0.811,0.032
440,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,True,0,0.825,0.818,0.831,1,"[10, 0, 0, 10]",0.812,0.751,0.883,1,"[10, 1, 0, 9]",0.82,0.828,0.812,1,"[10, 0, 0, 10]",0.819,0.007,0.799,0.042,0.842,0.037
