labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
220,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.603,0.625,0.583,2,0.582,0.575,0.59,3,0.547,0.52,0.577,3,0.577,0.023,0.573,0.043,0.583,0.005
240,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.586,0.582,0.59,3,0.505,0.388,0.723,3,0.505,0.447,0.58,3,0.532,0.038,0.472,0.081,0.631,0.065
260,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.616,0.628,0.603,2,0.586,0.576,0.597,3,0.552,0.507,0.607,3,0.585,0.026,0.57,0.05,0.602,0.004
280,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.622,0.621,0.623,2,0.581,0.538,0.63,3,0.556,0.585,0.53,3,0.586,0.027,0.581,0.034,0.594,0.046
300,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.594,0.616,0.573,2,0.584,0.505,0.693,3,0.574,0.547,0.603,3,0.584,0.008,0.556,0.046,0.623,0.051
320,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.592,0.584,0.6,3,0.609,0.608,0.61,3,0.562,0.528,0.6,3,0.588,0.019,0.573,0.034,0.603,0.005
340,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.609,0.682,0.55,2,0.563,0.589,0.54,3,0.545,0.576,0.517,3,0.572,0.027,0.616,0.047,0.536,0.014
360,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.638,0.682,0.6,2,0.623,0.577,0.677,3,0.591,0.592,0.59,3,0.617,0.02,0.617,0.046,0.622,0.039
380,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.609,0.636,0.583,2,0.609,0.598,0.62,3,0.572,0.578,0.567,3,0.597,0.017,0.604,0.024,0.59,0.022
400,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.622,0.639,0.607,3,0.586,0.615,0.56,3,0.584,0.603,0.567,3,0.597,0.017,0.619,0.015,0.578,0.021
420,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.62,0.69,0.563,2,0.61,0.618,0.603,3,0.608,0.609,0.607,3,0.613,0.005,0.639,0.036,0.591,0.02
440,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.626,0.606,0.647,2,0.588,0.649,0.537,3,0.59,0.566,0.617,3,0.601,0.017,0.607,0.034,0.6,0.046
460,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.639,0.656,0.623,2,0.619,0.668,0.577,3,0.557,0.501,0.627,3,0.605,0.035,0.608,0.076,0.609,0.023
480,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.643,0.656,0.63,2,0.608,0.643,0.577,3,0.607,0.65,0.57,3,0.619,0.017,0.65,0.005,0.592,0.027
500,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.635,0.706,0.577,2,0.592,0.705,0.51,3,0.595,0.653,0.547,3,0.607,0.02,0.688,0.025,0.545,0.027
520,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.645,0.702,0.597,2,0.611,0.658,0.57,3,0.615,0.576,0.66,3,0.624,0.015,0.645,0.052,0.609,0.038
540,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.656,0.723,0.6,2,0.609,0.646,0.577,3,0.592,0.601,0.583,3,0.619,0.027,0.657,0.05,0.587,0.01
560,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.652,0.728,0.59,2,0.622,0.684,0.57,3,0.627,0.682,0.58,3,0.634,0.013,0.698,0.021,0.58,0.008
580,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.66,0.681,0.64,2,0.632,0.644,0.62,3,0.582,0.615,0.553,3,0.625,0.032,0.647,0.027,0.604,0.037
600,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.642,0.734,0.57,2,0.606,0.707,0.53,3,0.575,0.628,0.53,3,0.608,0.027,0.69,0.045,0.543,0.019
620,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.651,0.711,0.6,2,0.59,0.677,0.523,3,0.634,0.651,0.617,3,0.625,0.026,0.68,0.025,0.58,0.041
640,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.648,0.75,0.57,2,0.615,0.704,0.547,3,0.61,0.669,0.56,3,0.624,0.017,0.708,0.033,0.559,0.009
660,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.675,0.746,0.617,2,0.586,0.708,0.5,3,0.609,0.663,0.563,3,0.623,0.038,0.706,0.034,0.56,0.048
680,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.658,0.719,0.607,2,0.637,0.618,0.657,3,0.644,0.679,0.613,3,0.646,0.009,0.672,0.042,0.626,0.022
700,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.663,0.741,0.6,2,0.61,0.685,0.55,3,0.63,0.672,0.593,3,0.634,0.022,0.699,0.03,0.581,0.022
720,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.673,0.802,0.58,2,0.613,0.721,0.533,3,0.609,0.653,0.57,3,0.632,0.029,0.725,0.061,0.561,0.02
740,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.667,0.677,0.657,2,0.649,0.737,0.58,3,0.642,0.69,0.6,3,0.653,0.011,0.701,0.026,0.612,0.033
760,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.674,0.758,0.607,2,0.639,0.697,0.59,3,0.655,0.686,0.627,3,0.656,0.014,0.714,0.032,0.608,0.015
780,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.65,0.762,0.567,2,0.652,0.668,0.637,3,0.643,0.688,0.603,3,0.648,0.004,0.706,0.04,0.602,0.029
800,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.699,0.731,0.67,2,0.623,0.708,0.557,3,0.635,0.706,0.577,3,0.652,0.033,0.715,0.011,0.601,0.049
820,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.649,0.689,0.613,2,0.638,0.664,0.613,3,0.629,0.688,0.58,3,0.639,0.008,0.68,0.012,0.602,0.016
840,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.668,0.748,0.603,2,0.652,0.671,0.633,3,0.652,0.733,0.587,3,0.657,0.008,0.717,0.033,0.608,0.019
860,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.678,0.713,0.647,2,0.642,0.759,0.557,3,0.666,0.693,0.64,3,0.662,0.015,0.722,0.028,0.615,0.041
880,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.667,0.725,0.617,2,0.678,0.762,0.61,3,0.64,0.61,0.673,3,0.662,0.016,0.699,0.065,0.633,0.028
900,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.669,0.718,0.627,2,0.607,0.676,0.55,3,0.628,0.663,0.597,3,0.635,0.026,0.686,0.023,0.591,0.032
920,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.65,0.704,0.603,2,0.684,0.757,0.623,3,0.656,0.733,0.593,3,0.663,0.015,0.731,0.022,0.606,0.012
940,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.671,0.676,0.667,2,0.655,0.623,0.69,3,0.643,0.727,0.577,3,0.656,0.011,0.675,0.042,0.645,0.049
960,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.658,0.694,0.627,2,0.657,0.721,0.603,3,0.647,0.638,0.657,3,0.654,0.005,0.684,0.035,0.629,0.022
980,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.679,0.745,0.623,2,0.663,0.696,0.633,3,0.645,0.636,0.653,3,0.662,0.014,0.692,0.045,0.636,0.012
1000,cameras,Random Sample 500,,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.668,0.733,0.613,2,0.664,0.789,0.573,3,0.649,0.697,0.607,3,0.66,0.008,0.74,0.038,0.598,0.018
