labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 1: da labels,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 2: da labels,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,Run 3: da labels,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
20,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.383,0.303,0.523,2,"[9, 1, 1, 9]",0.122,0.741,0.067,1,"[9, 1, 1, 9]",0.347,0.302,0.407,2,"[10, 0, 0, 10]",0.284,0.115,0.449,0.207,0.332,0.194
40,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.181,0.604,0.107,2,"[9, 5, 1, 5]",0.52,0.483,0.563,1,"[7, 2, 3, 8]",0.187,0.385,0.123,2,"[7, 5, 3, 5]",0.296,0.158,0.491,0.09,0.264,0.211
60,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.356,0.664,0.243,2,"[10, 7, 0, 3]",0.388,0.616,0.283,1,"[7, 3, 3, 7]",0.46,0.374,0.597,3,"[6, 8, 4, 2]",0.401,0.043,0.551,0.127,0.374,0.158
80,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.547,0.555,0.54,2,"[10, 6, 0, 4]",0.491,0.54,0.45,1,"[8, 4, 2, 6]",0.41,0.319,0.573,3,"[6, 9, 4, 1]",0.483,0.056,0.471,0.108,0.521,0.052
100,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.471,0.679,0.36,2,"[10, 5, 0, 5]",0.442,0.669,0.33,1,"[10, 5, 0, 5]",0.398,0.547,0.313,3,"[6, 8, 4, 2]",0.437,0.03,0.632,0.06,0.334,0.019
120,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.574,0.575,0.573,2,"[10, 6, 0, 4]",0.492,0.656,0.393,1,"[10, 4, 0, 6]",0.294,0.743,0.183,2,"[8, 9, 2, 1]",0.453,0.118,0.658,0.069,0.383,0.159
140,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.525,0.624,0.453,2,"[10, 6, 0, 4]",0.488,0.641,0.393,1,"[10, 5, 0, 5]",0.452,0.465,0.44,2,"[10, 10, 0, 0]",0.488,0.03,0.577,0.079,0.429,0.026
160,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.523,0.692,0.42,2,"[10, 6, 0, 4]",0.537,0.638,0.463,1,"[10, 3, 0, 7]",0.511,0.717,0.397,2,"[10, 10, 0, 0]",0.524,0.011,0.682,0.033,0.427,0.027
180,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.56,0.61,0.517,2,"[10, 6, 0, 4]",0.558,0.655,0.487,1,"[10, 2, 0, 8]",0.418,0.687,0.3,2,"[10, 10, 0, 0]",0.512,0.066,0.651,0.032,0.435,0.096
200,cameras,Transfer Learning,watches,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,True,False,0,0.552,0.649,0.48,2,"[10, 6, 0, 4]",0.582,0.703,0.497,1,"[10, 2, 0, 8]",0.489,0.709,0.373,2,"[10, 9, 0, 1]",0.541,0.039,0.687,0.027,0.45,0.055
